Estrutura Utilizada: chained
Tamanho da tabela: 5315 palavras
Tempo para finalizar a tabela (em milissegundos): 27 milissegundos
Quantidade de comparações: 105718

Dicionário de Palavras:

|------------------------------|
| wish            | 26         |
| wished          | 4          |
| wishes          | 4          |
| wishing         | 1          |
| wistfully       | 1          |
| witched         | 1          |
| with            | 553        |
| withdrew        | 1          |
| within          | 5          |
| without         | 46         |
| wits            | 1          |
| woefully        | 1          |
| wolf            | 1          |
| wolves          | 1          |
| woman           | 33         |
| women           | 2          |
| won             | 62         |
| wonder          | 35         |
| wondered        | 31         |
| wonderful       | 23         |
| wonderfully     | 2          |
| wonderfulness   | 3          |
| wonderin        | 3          |
| wondering       | 15         |
| wonderingly     | 1          |
| wonders         | 5          |
| wood            | 19         |
| wooden          | 2          |
| woodland        | 1          |
| woodpecker      | 1          |
| woods           | 2          |
| wool            | 1          |
| woolen          | 1          |
| woolly          | 1          |
| word            | 22         |
| words           | 16         |
| wore            | 9          |
| work            | 80         |
| worked          | 14         |
| workin          | 4          |
| working         | 18         |
| works           | 36         |
| world           | 51         |
| worlds          | 2          |
| worm            | 1          |
| worms           | 1          |
| worn            | 4          |
| worried         | 4          |
| worrit          | 2          |
| worry           | 1          |
| worse           | 11         |
| worst           | 9          |
| would           | 232        |
| wouldn          | 30         |
| wound           | 1          |
| wove            | 1          |
| wraith          | 1          |
| wrap            | 2          |
| wrapped         | 2          |
| wrapper         | 3          |
| wreathing       | 1          |
| wrestler        | 2          |
| wretched        | 5          |
| wrinkled        | 1          |
| wrinkles        | 1          |
| wrinkling       | 1          |
| wrist           | 1          |
| write           | 8          |
| writer          | 1          |
| writhe          | 1          |
| writing         | 5          |
| writing-case    | 1          |
| written         | 8          |
| wrong           | 13         |
| wrung           | 1          |
| wuthered        | 2          |
| wutherin        | 5          |
| wuthering       | 3          |
| www             | 9          |
| x               | 2          |
| xi              | 2          |
| xii             | 2          |
| xiii            | 2          |
| xiv             | 2          |
| xix             | 2          |
| xv              | 2          |
| xvi             | 2          |
| xvii            | 2          |
| xviii           | 2          |
| xx              | 2          |
| xxi             | 2          |
| xxii            | 2          |
| xxiii           | 2          |
| xxiv            | 2          |
| xxv             | 2          |
| xxvi            | 2          |
| xxvii           | 2          |
| yards           | 5          |
| yawned          | 1          |
| yawning         | 1          |
| ye              | 2          |
| ye-es           | 1          |
| year            | 25         |
| years           | 45         |
| yeller          | 4          |
| yellow          | 5          |
| yellow-faced    | 1          |
| yellower        | 1          |
| yellowing       | 1          |
| yes             | 36         |
| yesterday       | 9          |
| yet             | 28         |
| york            | 1          |
| yorkshire       | 53         |
| you             | 875        |
| young           | 71         |
| younger         | 2          |
| your            | 92         |
| yours           | 3          |
| yourself        | 14         |
|------------------------------|
